nomor,message
130524, apa kita buat 2 agenda? yang ibu2 zetelah pengajian dibuatin workshop terus yang anak² di akhir kegiatan dibuat acara itu? tapi cari  hari libur
130524,  ho o gini yo boleh
130524,  itu kan hari selasa cuma 1x ga sih minggu ke 3 tiap bulan?
130524,  berarti workshopseminar 2 kali di tgl 11 juni sama 9 juli? trs yg lomba hari lain gitu mon?
130524, hari libur buat anak anak palingan hari sabtu nek gak hari minggu
130524,  setiap bulan 1x. sek itu tak tulis minggu ke 56 itu minggu pkl kita
130524, itu nanti ditotal kegiatan e jadi berapa ws an?
130524,  kalo workshop 2 kali berarti 8 kali 1 kali 7. tapi kalo workshop mau 2 kali di pengajian cabang ga usah gpp
130524,  ngitungku itu pengajian  workshop itu 2 kali pertemuan tapi di hari yg sama
130524,  piyee gees?
130524,  yang lain bee duwe ide pikiran piye ne
130524,  kita rada mumet sitik ki
130524, aku yo mumi
130524, ca
130524, pokok e kita udh ada agenda
,2. pengajian  sosialisasi kegiatan
,4. pengajian  lomba anak² ciwi cowo this message was edited
130524, 832 pm  ca 62895364907264 besok² fotonya aga bagus an dikit bisa ga? wajahku mau ngeblur
130524, 833 pm  ca cowo juga bisa kali
130524, 855 pm  dyah anggun ratna n. _ 12 assalamualaikum wr.wb
,diberitahukan bahwa besok kita sudah memasuki pkl kemuh day 1 diharuskan temanteman untuk datang tepat waktu.
,pengajian dan perkenalan kelompok
,diharapkan temanteman bisa mengikuti pkl dengan tepat waktu.
130524, jan lupa almamater tetap dibawa buat identitas
130524, this message was deleted
130524, siap bu ketua
130524,  pakai celana boleh g
130524,  besok i pengajian yakali masa mau pake celana
130524,  kalo pake celana dulu trs pas acara pake rok bisa ga zal?
130524,  yaudah pakai dress aja
130524, stk20221121wa0001.webp file attached
130524,  nganggo clemek ae
130524,  clemek ki opo
130524, mosok calon ibu ibu ga mudeng clemek
130524, clemek i opo
130524,  null
130524,  itumah apron
130524,  meh ngopo nggo kui
130524, clemek kui
130524, masak² an ja
130524, mosok koe wong ngawi ra mudeng clemek
130524, namanya apron
130524,  apron bahasa indonesia ne ga sih
130524, oot banget bahasane
130524, gatau aku kalo disekolah dulu emang ngomong e apron
130524, besok perkenalan smua anggota ya kan?
130524,  iya mas
130524, dimana mana itu celemek
130524, google ae ngerti
130524, g ad kegiatan tambahan?
130524, serah
130524,  sementara perkenalan dulu
130524, bar kui muleh
130524, nunggu acarane selesai to yo
130524, you changed the group description
130524, selesaine mari ashar
130524,  sue ne
130524, pengajian ibu2 ki ngopo ae aku rung tau melu
130524,  bahas bapak²
130524, kamu tanya aku tu aku harus tanya siapa wong aku ga pernah ikut
130524, klompok e candra bahas ibu2
130524, jare mau to sama prm e mau dikoordinasikan sama pra ne kita tadi
130524, mana rumah e katanya deketan
130524, ibumu pernah ikut pengajian?
130524, ibuku sering e jadi panitianya
130524, bisa tanya2 lah
130524, tanya² apaan?
130524, cara bernafas
130524,  cara membuka pintu
130524, sedot oksigennya lewat hidung terus hembuskan perlahan lewat lobang hidung
130524, ya seputaran kegiatan ibumu dipengajian gitu
130524, beda² tergantung ustadznya
130524, paling² seputar pelajaran kehidupan berumah tangga dan berkeluarga
130524, ssok ustad e 62881027503020
130524, kon ngaji
130524, hooh
130524, aku ga iso ngaji
130524,  jek iqro 5 aku
130524, ngaji mingguan?
130524, ish ish ish
130524, 3 kul
130524, anakmu sg ngajari sopo le
130524, bojoku sok mben
130524, candra?
130524,  mata loo
130524, ca
130524, halah we gabut to
130524, monyet
130524, pp mu
130524,  kan lucu wkwkkwkk
130524,  njihh renek sg meh ngezoom wajahmu si tp yoan selain awm dw
130524,  bukan gitu jadine foto tadi pas ditaroh di drive ga lamu hd in dulu po? ga cuma aku tapi yang lain ngeblur juga
130524, koiso ngeblur lo
130524, ng hp ku we ora
130524, aku coba liat di drive pake hpku ngeblur semua
130524, ptt20240513wa0019.opus file attached
140524, nanti lewat dpn kampus 4 g?
140524,  lewat
140524, tekan embarkasi
140524, masjid istiqlal
140524, okei siap
140524, pengajian ng kene?
140524, hooh this message was edited
140524, aku langsung rono ae
140524,  iyoo
140524, iya sekalian bisa bantu² aja dulu soal e mulainya jam set2 siang
140524, 2
140524, mangkat jam piro
140524, dino nanti nunggu di kos e anggun bentar ya berangkat bareng
140524, jam 1
140524,  lho lho
140524,  jadi mampir ke kos e anggun
140524,  lah aku yo otw neng gone kost anggun?
140524, iya start dari kos e anggun aja alja tahu ko kos e anggun
140524,tunggu di kampus 4
140524, di luar e
140524, jam 1 to
140524, iya ni anggun di kos ku dulu
140524,  aku gak ke kost
140524, set 1 gees
140524, iyohh
140524, okeke
140524,  1 po set 1
140524, 2
140524, 1
140524, oke
140524, iya siap
140524, udh belom?
140524, udah
140524, aku nunggu di kampus 4 y
140524,iya
140524, dah pada otw blm
140524, sek dijalan
140524, sepine
140524, null
140524, njihh
140524, he ki do nendi to cah
140524, lo sue banget
140524, ptt20240514wa0005.opus file attached
140524, sabar iki lho ws nunggu neng kampus 4 tpi do rg tekann
140524,  null
140524,  dah di kampus 4
140524,  posisi?
140524, sg pengajian i jamber?
140524,  jare set 2 acarane
140524,  la iki mesjid e lo sepii
140524,  location
140524,  indun muhammad
140524,  gaes ini berarti tinggal 4 pertemuan!
140524,  notulensi rapat pkl
,1. minggu 1 selasa14 mei kegiatan pengajian rutin dan perkenalan kelompok pkl. done
,2. minggu ke 23 sabtu 18 mei kegiatan pengajian pimpinan dan sosialisasi agenda kelompok
,3. minggu ke 4minggu 15 mei kegiatan pengajian cabang.
,4. minggu ke 5 rabu 22 mei kegiatan tpa dan cerita nabi
,5. untuk minggu ke 67 ada 2 plan
,1. minggu ke 6 jumat 24 mei kegiatan tpa dan materi cerita nabi
,2. minggu ke 7 rabu 29 mei kegiatan tpa dan quizcerdas cermat bersma
,1. minggu ke 6 rabu 29 mei tpa dan materi cerita nabi
,2. minggu ke 7 jumat 31 mei tpa dan quizcerdas cermat bersma
,1. dibagi beberapa kelompok
,2. setiap kelompok ada 3 orang
,3. ada hadiah untuk juara 123
,4. yang banyak poin menjawab pertanyaan itu yang menang
,1. setiap anggota klmpk pkl iuran setiap pertemuan
,2. pertemuan ada 5 kali
,3. uang iuran blm ditentukan
140524, survei kemarin itu katanya di hitung pertemuan 1 dan 2
140524,  iya to guyss? survei itu masuk ke 7x itu to?
140524,  hoo
160524,  pkl meneh kapan
160524,  .
180524, 62895364907264 tolong dong gdrive e pengaturan e ubah en sek aku ra iso upload
180524,  udh
180524,  guys tadi bu sriyati minta tolong jam 9 lebih buat dateng ke masjid krangkungan kegiatan pengajian pca besok buat nyiapin peralatan besok kayak nyambungin kabel lcd dll. ada yg bisa ga?
180524, media omitted
180524,  drtempat sy keselatan mentok kekiri terus kanan jalan ada tk sebelahnya ada makam belok kanan masjidnya diselatan sdn 3 gagaksipat
180524, mau kesana?
180524, guyss minta tolong responnya...
apa yg bisa atau ga? kalo ada ga bisa jam ini, coba tak tanyain abis pengajian nanti bisa atau ga
180524, cowo² tu kalo bisa kesana bantu² daripada katak kemarin pas pengajian dimintain tolong buat adzan ae susah banget
180524, hahh kmrn lo meh adzan sg biasane adzan ws enek
180524, ya tapi kan bisa agak lebih cepat gerak gitu lo masa mentang² udah ada yang adzan terus yaudah aja gitu?
180524, iyano
180524, ini ada yg bisa masangin kabel lcd tidak ?
180524,  bsk jam 9?
180524, plis lah buat cowo² tolong banget kalian nanti bantuin disana buat masang² kabel lcd dll soal e kalo yang ngerjain cewe² pada ga kuatga bisa masangnya
180524, hari ini o
180524, kan acaranya besok jam 9 pagi
180524, yo kui sg do cerak cerak kon do mkt
180524, ya kamu juga sekalian o
180524, null
180524, kalo nanti sore ada yg bisa ga? kalo bisa tak bilang ibu nya
180524, 62895364907264 62881027503020 6282147205734
180524,  bisa opo
180524,  iki ngko enek pengajian ora
180524, ada jam 13.30 nanti
180524,  kumpul jam piro
180524, bisa bantu² di masjid buat pasang² kabel lcd dll soal e besok jam 9 pagi ada pengajian dari cabanv
180524, kalo buat pengajian nanti kayak kemarin aja jam 1 an jan lelet kek kemarin ya sama kalo buat bantu2 itu kalo bisa sekarang jam 9  nan lebih lah tapi nek ga bisa masih di nego in sama anggun buat sore aja ga tahu boleh pa engga
180524, ya sy bilang bu ketua cabang nanti tak kabari lagi
180524, bilang aja nggun anak² nya masib pada nyambi kerja gitu
180524, dateng jam 9 opo sebelum jam 9
180524, jam 9 lebih
180524,  iya aku bilang gitu
180524, ok
180524, la emang sesok pengajian e jam piro
180524, jam 9 pagi besok tu
180524, lah piye sih pengajiane jam 9 kon bantu ne yo jam 9
180524, stk20240401wa0002.webp file attached
180524, bantu²ne ki jam 9 hari ini nek pengajian e besok gitu
180524, mbuh dino ws dijelasin masih tanya² mulu
180524, nak pengajiane masih besok mending sore ae bantu bantune
180524, lagi tangi ra fokus
180524, 62881027503020
180524, 62881027503020
180524, kan bar kene pengajian sisan to
180524, iya itu tadi anggun dah bikang ke pra kalo bisa nya sore soal e lagi pada nyambi kerja terus pra mau dibilangin ke pca nya bisa apa enggak. nah itu masih ditanyakan nanti dikabarin lagi
180524, mudeng ora sih
180524, stk20240518wa0003.webp file attached
180524, aku izin sek r melu awak ku r enak
180524, yang mau berangkat bareng kumpul di kampus 4 yaa
180524,  jam 1
180524, lokasi masjid e ndi?
180524, di maps ada
180524, iki kan?
180524, iya
180524, link
180524, ca
180524,  wes do otw durung
180524, otw
180524, almamater janlup yaw
180524, null
180524, ao ao ao
180524, ao
180524, ditunggu ditunggu
180524, posisi?
180524, di tempat e
180524,.
180524, okee
180524, tugas pkl besok minggu
,3. membaca alquran bersama
,4. membantu memberikan konsumsi
,minggu 19 mei 2024 datang jam 08.00 wibdilarang telat
180524, pinned a message
180524, lokasine ngd
180524, share loc dong
180524, location
180524, besok bawa al quran ya guys jan pake hp soal e nek disawang kayak ga sopan
180524, yoooo
180524, iyo siap
180524, nggih
180524,  this message was deleted
180524, fathurrobbany
180524, dekdok ga ada yang niat mau buatin jj tiktok o ben iso tak buat sw?
180524, tak hapus capcut ku memorine entek mon
190524,  pcc
190524, dang rene tur
190524, posisi di masjid yang kemarin
190524, ayo ayo terutama operator e ki dang rene
190524,  ao ao
190524,  location
190524, otw 5mnt
190524, temen² sing di dalam kalo misal disuruh baca al quran baca ya ini yang di luar lagi bagiin jajan sek
190524, cowo² butuh jajan ga?
190524, nek iya habis baca al quran dilung in
210524, temen² izin menginformasikan mulai besok temen² dari prm gagaksipat mau ikut gabung ke kelompok nya kita soal e di prm ga ada kegiatan badan amal yang bisa dikerjakan.
210524, udah diizinkan sama pra juga ko
210524, okee
210524, katanya gimana
210524,  boleh
210524, silahkan
210524, oh ya besok i pas cerita² islami mau di pakein ppt ga? atau cerita aja?
210524, dadi sesok tpa ne bareng karo gone candra
210524, cerita ae nak karo ppt emang enek proyektor e
210524, iyo
210524, perlap suruh nyari lah
210524, atau ga film² basis islami gitu
210524, nyari ngd anjay
210524, ga asik soal e nek di ceritain doang
210524, penyewaan ada ga?
210524, ndak tau
210524, klompok e candra ikut sini?
210524,  iya
210524, izin boleh invite candra ga biar gampang komunikasi ne?
210524, lha wis bilang bu yeti?
210524, sampun
210524,  yowis
210524, sebelum tanya pra udah tanya bu yeti dulu tadi sebelum pak eko
210524, yo invite wae rpp
210524,you added alfian candra
210524, cah. sorry ganggu. aku ngijinke kelompokku prm. wekku kebagian prm ga ono kegiatan blas  ga ono aum e. ogak masalah program e tapi masalah e waktu jamaah e ra enek. aku wes izin bu yeti meh join pra mu. sesok wes iso melu mulai tpa. aku mbi kelompokku minta  kerjasama ne
210524, tpa ra ono. sekolah ra ono. pengajian sebulan pisan diundur² terus. jamaah e minoritas. kurang antusias.
210524, nggih
210524, nggih
210524,  stk20231117wa0001.webp file attached
210524,  sek ini besok buat tpa  cerita nabiislami itu pake proyektor ga? kalo mau pake bisa barengan aja tim perlap sama kelompok e candra buat nyari tu perlengkapan e
210524,  soal e kan kita anak infor ya menurutku terlalu b aja kalo cuma cerita² gitu. mending o di puter in film nanti disuruh ambil pesan yang disampaikan ngunu
210524, hoo film nabi ae.
210524, lha wingi sik mbug nggo kae proyektor ngndi
210524, beda masjid
210524,film anime ae
210524, pinjem masjid sana boleh kah
210524, stk20240214wa0008.webp file attached
210524, kalo ada gpp takut e nek ga ada proyektorlcd nya
210524, enek cok the journey kisahe tentang burung ababil
210524, tak kasih nomer e. biar perkap ngehubungi buat minjem
210524, nmr tamir mesjid?
210524, animasi cok jnnge ora anime
210524, kayak e istrine bapak bapak sg ngurus masjid
210524, bu munza itu to?
210524, iyoo
210524, bukan e besa masjid e? soal e kita ke mesjid baitussalam sedangkan itu masjid hindun
210524, anime blok gaean jepang makane explore anime ben mundeng ora kok jav ae
210524, si paling wibu
210524, stk20231230wa0003.webp file attached
210524, suhu ne jav yo ngno wi og
210524, bocah bocah kan senengane seng corek corek ngunu di setel ne kui genah seneng
210524, koe wi suhu ne jav
210524, link e share en kene
210524, serah wes
210524, nek sik minjem aku sik lagi sesok meh join po dipercoyo.
210524, media omitted
210524, ora
210524, la yo
210524, kan minjem trs diambil
210524, minjem e bareng² wae
210524, takut e ga boleh
210524, bareng aljadinofathur sing ws bestian
210524, ngono yo iso
210524, yo jare.
210524, tapi pora di chat sek apik e
210524, iya tapi aku takut e ga boleh dipinjam lo takut kenapa². mumpung masih siang juga kan sambil nyari² buat pinjamsewa proyektor gitu lo. jan ngandel in 1 tok
210524, ki kelompokku tak masukke grub sekalian opo aku tok
210524, changed the group description
210524,  changed the group description
210524, changed the group description
210524, 1 tok ae perwakilan
210524, apa si 6282147205734 ko tiba² ganti ga bisa ga bisa
210524, you changed the group description
210524, changed the group description
210524, di akhir nanti aku sama anggun butuh ttd mu lo ja alja
210524, hah?
210524, alja
210524, stk20231124wa0040.webp file attached
210524, 6281393687161 minta nmr e nggun
210524, ttd ketua kelompok
210524, alja
210524, candra mau ngajukan jadi ketua
210524, dia beda kelompok
210524,  ga bisa
210524, sekip
210524, changed the group description
210524, stk20240423wa0004.webp file attached
210524, kami berencana meminjam untuk digunakan sebentar di masjid baitulsalam bu.
210524, klau mau di bawa ke sana gak tau mas boleh gak nya saya kra di masjid sini
210524, mas maaf ini tak bilangin gak bsa klau di sana pinjem saja di masjid baiturrahman ada
210524, cbo tanya takmire baitussalam klau ada mas
210524, ada no nya ga 6281393687161?
210524, biasanya di masjid2 nya jga sdh punya sendiri
210524, nek diliat dari dokumentasi kemarin tu ga ada proyektor nya
210524, tapi nek lcd ga tahu
210524, ga ada
210524, null
210524, beda masjid mas
210524, nanti kita tu tpa nya di masjid baitussalam bukan masjid hindun
210524, nng hindun lagi pertama sesok?
210524, gini ae aku tadi o coba liat di google ada buat sewa lcd proyektor tarif e tergantung perjam. temoat e deket kos e naira
210524, udah kemarin minggu buat acara milad aisyiyah
210524, sejam piro
210524, minimal 6jam
210524, stk20231202wa0023.webp file attached
210524, cuma start 70k 6 jam tergantung lcd nga
210524,  jare nyilih kampus oleh i po iyo
210524, susah beb
210524,butuh surat tembusan nek ngunu i
210524, point multirent  sewa proyektor dan rental screen projector solo surakarta
210524, your security code with tyar berliana changed. tap to learn more.
210524, coba di chat
210524, maaf sementara ini libur kak baru sakit
210524,  yws besok live action wae
210524, km ya yg action
210524,  stk20240511wa0003.webp file attached
210524,  cut
210524,  apane seng prei
210524, toko ne
210524, lah kan bisa diambil sendiri?
210524, wonge loro ngno ngomonge og.
210524,  yg punya toko kayak e ga ada pegawai ne
210524,  kayak e
210524, ra gelem disewo yake
210524, enek duwit o emoh
210524, added dizzo violeta and nirot
210524, yws dituku wae can
210524, stk20230110wa0148.webp file attached
210524, seng po sewo mesti bakul e og ora barange
210524,  lolololo
210524, apa ini?
210524, mbahas proyek   tor
210524, changed this groups icon
210524, deleted this groups icon
210524,  wes bener mau og kopyahan
210524,  changed this groups icon
210524, nolak rezeki
210524, deleted this groups icon
210524,  changed this groups icon
210524, added angga prasetyo
210524, changed this groups icon
210524, deleted this groups icon
210524, changed this groups icon
210524, deleted this groups icon
210524,  changed this groups icon
210524, changed this groups icon
210524, changed this groups icon
210524, changed this groups icon
210524, deleted this groups icon
210524, changed this groups icon
210524, kalian tu numpang gabung tapi malah riweh in grub e orang² pada napa sih?
210524,  alja mbi dino i lo. kampret
210524, changed this groups icon
210524, changed this groups icon
210524, stk20230903wa0110.webp file attached
210524,  wes wes
210524, null
210524, jadiin aku admin sek dino
210524, youre now an admin
210524,  wes
210524, ok
210524, changed the settings so only admins can edit the group settings
210524,  changed the group description
210524, aldino dewa ndaru
210524, boleh
210524,  1 apa 2
210524, butuh 1 ae tapi agak lama dikit
210524, aldino dewa ndaru
210524, you turned on admin approval to join this group. tap to change.
210524, you changed the settings so all members can edit the group settings
220524,you changed this groups settings to allow only admins to send messages to this group
220524, you changed this groups settings to allow all members to send messages to this group
220524, cowo² usahain hari ini sewapinjem lcd ne ya
220524, usaha dulu kalo misal emang bener² ga ada ya ws nanti ga usah pake film² nabi
220524, dizzo violeta
220524, ini bukannya kamera ya?
220524, media omitted
220524, oala
220524,  nb  untuk kelompok pra nanti iuran pertemuan seperti biasanya ya kalo masih ada kelewatan hari belom bayar sialhkan nanti di rangkap  5k
,dan buat temen² kelompok prm silahkan tentukan sendiri dari kelompok kalian mau iuran berapa  nya
220524, 939 am  ca iuran digunakan untuk
,1. beli hadiah quiz dan printilannya
,2. sewa lcdproyektor kalo jadi
,3. sisakan sedikit buat print laporan di akhir
220524,  lcd wes dapet. soko rehal. free
220524, ok bilangin makasih ke rehal
220524, tapi barange drung tak cekel. ngko diterke rene
220524, yo gampang penting asa dulu
220524, makasih rehal
220524, wonge ra enek
220524,  teruskan
220524, 2024 udah canggih ada wa bisakan diteruskan chatnya
220524, emang eak
220524, stk20240206wa0005.webp file attached
220524, stk20240106wa0010.webp file attached
220524, berani nya cuma di grub doang kalo asli ga berani kan
220524, wani ne neng grup tok gek adu stiker meneh
220524, innaallaha maashobirin this message was edited
220524, salah ga sih?
220524, wahhh parah salah salah
220524,  typo kampret
220524, tangi mas tangii 6289696171863
220524,  auto correct
220524, durhaka sama yang tua sih
220524, fokus mas fokus 6289696171863
220524, hayolooo 6289696171863
220524, ngapa di tarik pesan
220524, stk20240514wa0016.webp file attached
220524, kebiasaan dah
220524, jan nyampah ga jelas ya di grub pkl kalo mau bercandaan di grub sebelah aja 6289696171863
220524, opo wes takok tamir mon
220524,  apik lo pdhl
220524, nanti aku sama anggun nembusin kesana soal e ga punya no nya
220524,  diwei semangat og
220524, apik opo ne?
220524, makasih
220524, ga sesuai konteks ada temen² yang lain takut e mereka risih
220524, kalo kita kan emang sering bercandaan e kayak orang baru masuk rumah sakit jiwa
220524, stk20230830wa0046.webp file attached
220524, lha meh rono kapan
220524,  juli
220524, kapan² kalo mamah ga marah
220524, stk20240106wa0010.webp file attached
220524, tahun baru
220524,stk20240522wa0006.webp file attached
220524, stk20240517wa0000.webp file attached
220524, stk20240329wa0005.webp file attached
220524, yowes. ditunggu kabare
220524,stk20240417wa0005.webp file attached
220524, nek gamau?
220524, sehat kok
220524, stk20240321wa0001.webp file attached
220524, stk20240522wa0007.webp file attached
220524,  stk20231206wa0025.webp file attached
220524, stk20240512wa0001.webp file attached
220524, stk20231007wa0015.webp file attached
220524,  stk20231221wa0023.webp file attached
220524, stk20240320wa0038.webp file attached
220524, stk20231115wa0007.webp file attached
220524, 6289696171863 dekdok kelompokmu siapa?
220524, aku yake
220524, nirot wkkwkw
220524, stk20231205wa0008.webp file attached
220524, moso
220524, ooooh dikelompokmu kalo ketua i tugas e ngefoto t?
220524, ketuane rehal. aku dekdok 1
220524, ketua ne candra
220524,  oooo ketua dekdok?
220524, owhh
220524, stk20240309wa0015.webp file attached
220524, stk20240522wa0008.webp file attached
220524, stk20231117wa0030.webp file attached
220524, dekdok 2 sopo?
220524, stk20240522wa0009.webp file attached
220524,  angga
220524, jare angga konsum
220524, la struktur kelompok e kalian gimana o kok dadak tanya² i
220524, yo gpp mosok tanya gak boleh
220524,  bole bole bole
220524,  50
220524,  ketua  rehal
,perkap  apri fikri cewek 3
220524, masok to
220524, kasian banget cewe jadi perkap
220524, wekmu kan yo podo
220524, soal e banyak cewenya
220524, oo... cocok kwi... bagian mangan kan
220524,  masak
220524, asw gah rsdi
220524, ora mung mangan tok masak to yo
220524, lah. piye to.
220524, beban weh cuma 1 doang sekretaris e
220524, ngko diewangi
220524, nirot gah
220524,  stk20231207wa0028.webp file attached
220524, dekdokmu bantuin dekdok kelompokku ya si 62895364907264 soal e rosida nanti ga ikut
220524, ngoke
220524,  tak kasih saran yooo. mending sekretaris e 2
220524, moto moto tok to
220524,  stk20240522wa0010.webp file attached
220524, ada video ne tapi sebutuh e aja
220524, po kudu per kelompok. lak ora to
220524,  butuh e ae lah
220524, stk20230922wa0005.webp file attached
220524, haha
220524, lha njaluk sopo ndang asisten e
220524, sama cewe bee semangat
220524, sekretaris 4 yo rpp og
220524, koe dizzo angga apri fikri
220524, moh gak dulu skip
220524, yang bener
220524, loh mayan lo nirot ayu² kelompokmu cewe² e masa dianggurin
220524, nek omong i
220524, kasian lho dia anggurin trs cewek nya
220524,  kesempatan ga datang 2 kali. tapi kadang kadang 3
220524, cocok
220524,  kelazzz
220524, wes pengalaman o ?
220524, sepuh
220524, stk20231230wa0010.webp file attached
220524, kok diamm
220524, pengen tak bales dasar ruh manusia tapi kok kayak e ga sopan
220524, stk20240522wa0011.webp file attached
220524,weh
220524,  dekdok aku wae
220524,  aku seng gae vidio ngko
220524,  sama sekalian tak bikin desain
220524, butuh akun ig juga ga buat live report ?
220524,  yowes.
220524, kelompok ku ga pake ig soal e malu katanya
220524, tapi aku pen dibikinin jj boleh ga zo? buat snap sih
220524,  aku pengen dibuatin film animasi kaya upin ipin boleh ga zo?
220524,  gae dewee
220524, nek iki lebih ke gak tau diri sih
220524, tapi o aku mau nya dibuatin
220524,  sekali² keknya gpp
220524, rodo .....
220524,  nanti pakai rok lagi?
220524, ga harus penting jangan ketat
220524,  iya
220524, amannya pake kulot
220524, template cc okeh
220524, tolong siap² sek ya
220524,  siap siap pie ki
220524, acc guys tolong proyektor e disiapkan
220524, 6289696171863 meh njipuk neng di?
220524, tpa habis ashar ayo dang siap² otw
220524, null
220524, nah gitu kan manis
220524, stk20230110wa0148.webp file attached
220524, po meh nng kampus
220524, rasah salting
220524, stk20240421wa0004.webp file attached
220524,  info link masjid e rek
220524, location
220524,  null
220524, yup
220524, solat ashar disini nek bisa
220524,  you deleted this message
220524,  null
220524,  this message was deleted
220524, butuh surat oengantar ae guys
220524, suwen nulis
220524, stk20240330wa0003.webp file attached
220524, udah tak izin ke sing anak pra terus yang kelompok prm kalian izin sendiri yaw
220524,  yaw
220524, lah. pilih kasih woe this message was edited
220524, salah e kon ngirim ra dang ngirim surat pengantar e
220524, kita beda spesies
220524,  lha mbug pas 10 nok e.
220524,  stk20231117wa0030.webp file attached
220524, stk20240310wa0001.webp file attached
220524, kelompok pra dah di acc izin nya sama mbak aslab
220524, guysss ayooo geees
220524, guyss ayooo ndang otw
220524,  dah ditunggu adek adek i lho
220524,  ayoooooo wehhhh
220524, keburu mole arek² e
220524, ustadz dan ustadzah ayooo segera yaa
220524, yuk
220524, nggo laptop e sopo
220524, sik gelem hotspot i
220524, terserah
220524, aku bawa laptop tapi ga mau hotspot i
220524,  yowes gowo wekmu ae
220524, paketanku tinggal titik nanti abis kalian ga mau ganti
220524, anggun akeh
220524, aku cuma 1
220524, 1 untuk semuaaa
220524, semuaaa untuk 1
220524,  lololo
220524,  sctv ga si
220524, 6289696171863 can adek mu kok ga diajak
220524,  ndang gess
220524, lali ndek awan meh share lok
220524, iki wes tak kirim
220524,  udh bener to titik e ?
220524, iki zoo
220524,  cah apri pen enek eval abis ini i
220524,  cah
220524,  iki aku meh tuku hadiah panganan
220524,  enak e tuku piro
220524, dinggo seng gelem maju tok wae tapi
220524,  null
220524, makasi ya guys hari ini  maaf tadi aku pas ngomong ga sengaja kelepasan ngegas
220524, parah parah
220524,  takpe takpe
220524,  sakit hati lo si apri
220524,acara besar pra prm
,1. lomba gabungan tpa di gagak sipat.
,cerdas cermat islami baca al quran.
,piala juara 123 dan hadiah snack.
,4. butuh duit banyak
,kajian pra rutin 1 bulan di hari selasa 11 juni 2024. tempat menyusul
,note besok jumat kelompok pra tidak ada pkl. pertemuan ke 7 diganti di acara besar
220524, stk20221021wa0015.webp file attached
220524, you pinned a message
220524,  stk20231121wa0004.webp file attached
220524, stk20240522wa0061.webp file attached
220524, buat prm yang hari jumat pkl silahkan lanjut berdiakusi kalo masih kurang jelas di grubnya sendiri ya disini buat kalo acara gabung aja sekian terima gaji
220524, dyah anggun ratna n. _ 12
220524, bacut nyaman i piye
220524, alah grup to
220524, nyaman sama yang lama apa yang baru?
220524, kalau bisa dua kenapa harus satu
220524, bagi² lah jan serakah
220524, tapi kadang 3 atau 6 juga gapapa sih
220524, 10 juga gpp lek kuat
220524, josjisjus
220524, 10 i berarti 5 buku tulis 2 pensil 3 penghapus
220524, stk20240322wa0001.webp file attached
220524, stk20240104wa0021.webp file attached
220524, stk20231207wa0028.webp file attached
230524, heh ws tak izin ke kemarin ya allah
230524, gpp wes kadong
230524, kecuali prm aku ga izin ke soal e tanggung kelompok e dewe²
230524, ok
230524,mlz mlz
270524, inpo inpo kemarin pkl terakhir siapa yang bawa absensi minggu 5 dan 6 kelompok pra?
270524, guys mau tanya dong ada yg tau absensi pkl kemarin terakhir yg siapa ? ada yg tau gak? ini aku di tanyaiin sama 6281393687161
270524,  6289696171863 absensi kelompokku ndi
270524, stk20231114wa0025.webp file attached
270524, tersangka ne koe og
270524,cangkemmu
270524, hayoloooooooooooooooooooooooooooooooooooo
270524, stk20240527wa0002.webp file attached
270524,  stk20231121wa0004.webp file attached
270524, stk20240315wa0027.webp file attached
270524, stk20231024wa0014.webp file attached
270524, oh ya temen² membahas yang kemarin mau buat acara lomba anak² tpa ini mau buat acara tanggal berapa dan dilaksanakan dimana  lombanya apa aja secara spesifik dan ada berapa kategori soalnya biar punya banyak waktu juga buat nyiapin dana soalnya katanya butuh dana gede 
270524, meh dikei piala piala ngono pora?
270524, nak dikek ii piala lombane seng berkelas
270524, hemm
270524, moco quran po opo
270524,jare apeh koyok quiz ngono 6282234423727 ?
270524, nek kemarin pas bahas² tu katanya mau iya ada tapi ga tahu kelanjutan e piye
270524, kasih aja gpp seng plastik plastik wae gen murah
270524, yo kyok ngono yo gak popo
270524, mau gabungan beberapa tpa sih rencana jadi ga munkin kalo quiz tok soal e anak² e banyak dibawah usia pra sekolah jadin butuh anggota banyak
270524, yang kuning² tu lo berapaan sih?
270524, oalah okeii
270524, lomba adzan
270524, ojo lomba azan rot
270524, ben iso di ikuti wedok juga
270524, lomba mewarnai kaligrafi
270524, lomba tilawatil quran
270524, pora jek iqro kabeh
270524, mbuh
270524, lahh
270524, la kan aku lagi pisan tok tpa e
270524, ada yang udah al quran ko tapi cuma beberapa aja
270524, berarti seng lain ga iso mengikuti nak ngunu
270524, la po setiap orang kudu kebeh melu lomba ne? this message was edited
270524, cari waktu kosong aja buat kumpul bahas ini ya nek bahas disini pada ga mau keluar goa o
270524,trus piye mosok lombane dipisah seng iso quran karo seng ga iso
270524, sabtuminggu gitu lo
270524,diwakili pak ketua aku
270524, kalo bisa kumpul semua biar tahu ga banyak tanya
280524, null
280524, ng luwes o
280524, hoo
280524,  nng dapur menco po piye rot
280524, pen melu
280524, stk20240528wa0013.webp file attached
280524, kemis meh mbug wei opo rot. tek meneng meneng i piye nng grub.
280524,  stk20240322wa0001.webp file attached
280524, yo bahas neng sebelah wae
280524, stk20230110wa0181.webp file attached
